id,fullName,firstName,lastName,position,teams
ad8d15f4-e041-4a12-a10e-901e6285fdc5,Baby Urlacher,Baby,Urlacher,batter,Firefighters
4bf352d2-6a57-420a-9d45-b23b2b947375,Rivers Rosa,Rivers,Rosa,batter,Firefighters
20e13b56-599b-4a22-b752-8059effc81dc,Lou Roseheart,Lou,Roseheart,batter,Firefighters
d23a1f7e-0071-444e-8361-6ae01f13036f,Edric Tosser,Edric,Tosser,batter,Firefighters
51c5473a-7545-4a9a-920d-d9b718d0e8d1,Jacob Haynes,Jacob,Haynes,batter,Flowers
2b1cb8a2-9eba-4fce-85cf-5d997ec45714,Isaac Rubberman,Isaac,Rubberman,batter,Flowers
0fe896e1-108c-4ce9-97be-3470dde73c21,Bryanayah Chang,Bryanayah,Chang,batter,Flowers
7a75d626-d4fd-474f-a862-473138d8c376,Beck Whitney,Beck,Whitney,batter,Flowers
defbc540-a36d-460b-afd8-07da2375ee63,Castillo Turner,Castillo,Turner,batter,Flowers
718dea1a-d9a8-4c2b-933a-f0667b5250e6,Margarito Nava,Margarito,Nava,batter,Flowers
ab9eb213-0917-4374-a259-458295045021,Matheo Carpenter,Matheo,Carpenter,batter,Flowers
3064c7d6-91cc-4c2a-a433-1ce1aabc1ad4,Jorge Ito,Jorge,Ito,batter,Flowers
855775c1-266f-40f6-b07b-3a67ccdf8551,Nic Winkler,Nic,Winkler,batter,Flowers
2175cda0-a427-40fd-b497-347edcc1cd61,Hotbox Sato,Hotbox,Sato,batter,Flowers
f7715b05-ee69-43e5-a0e5-8e3d34270c82,Caligula Lotus,Caligula,Lotus,batter,Flowers
2e13249e-38ff-46a2-a55e-d15fa692468a,Vito Kravitz,Vito,Kravitz,batter,Flowers
b3d518b9-dc68-4902-b68c-0022ceb25aa0,Hendricks Rangel,Hendricks,Rangel,batter,Fridays
8a6fc67d-a7fe-443b-a084-744294cec647,Terrell Bradley,Terrell,Bradley,batter,Fridays
3a96d76a-c508-45a0-94a0-8f64cd6beeb4,Thomas England,Thomas,England,batter,Fridays
86d4e22b-f107-4bcf-9625-32d387fcb521,York Silk,York,Silk,batter,Fridays
c0732e36-3731-4f1a-abdc-daa9563b6506,Nagomi Mcdaniel,Nagomi,Mcdaniel,batter,Fridays
9ac2e7c5-5a34-4738-98d8-9f917bc6d119,Christian Combs,Christian,Combs,batter,Fridays
1e8b09bd-fbdd-444e-bd7e-10326bd57156,Fletcher Yamamoto,Fletcher,Yamamoto,batter,Fridays
4941976e-31fc-49b5-801a-18abe072178b,Sebastian Sunshine,Sebastian,Sunshine,batter,Fridays
2f3d7bc7-6ffb-40c3-a94f-5e626be413c9,Elijah Valenzuela,Elijah,Valenzuela,batter,Fridays
c755efce-d04d-4e00-b5c1-d801070d3808,Basilio Fig,Basilio,Fig,batter,Fridays
21cbbfaa-100e-48c5-9cea-7118b0d08a34,Juice Collins,Juice,Collins,batter,Fridays
1068f44b-34a0-42d8-a92e-2be748681a6f,Allison Abbott,Allison,Abbott,batter,Garages
03097200-0d48-4236-a3d2-8bdb153aa8f7,Bennett Browning,Bennett,Browning,batter,Garages
f3ddfd87-73a2-4681-96fe-829476c97886,Theodore Duende,Theodore,Duende,batter,Garages
8b53ce82-4b1a-48f0-999d-1774b3719202,Oliver Mueller,Oliver,Mueller,batter,Garages
495a6bdc-174d-4ad6-8d51-9ee88b1c2e4a,Shaquille Torres,Shaquille,Torres,batter,Garages
8cf78b49-d0ca-4703-88e8-4bcad26c44b1,Avila Guzman,Avila,Guzman,batter,Garages
da0bbbe6-d13c-40cc-9594-8c476975d93d,Lang Richardson,Lang,Richardson,batter,Garages
425f3f84-bab0-4cf2-91c1-96e78cf5cd02,Luis Acevedo,Luis,Acevedo,batter,Garages
3d4545ed-6217-4d7a-9c4a-209265eb6404,Tiana Cash,Tiana,Cash,batter,Garages
6c346d8b-d186-4228-9adb-ae919d7131dd,Greer Gwiffin,Greer,Gwiffin,batter,Garages
c31d874c-1b4d-40f2-a1b3-42542e934047,Cedric Spliff,Cedric,Spliff,batter,Garages
1301ee81-406e-43d9-b2bb-55ca6e0f7765,Malik Destiny,Malik,Destiny,batter,"Garages, Spies"
e6114fd4-a11d-4f6c-b823-65691bb2d288,Bevan Underbuck,Bevan,Underbuck,batter,Jazz Hands
90c2cec7-0ed5-426a-9de8-754f34d59b39,Tot Fox,Tot,Fox,batter,Jazz Hands
4f328502-d347-4d2c-8fad-6ae59431d781,Stephens Lightner,Stephens,Lightner,batter,Jazz Hands
678170e4-0688-436d-a02d-c0467f9af8c0,Baby Doyle,Baby,Doyle,batter,Jazz Hands
9c3273a0-2711-4958-b716-bfcf60857013,Kathy Mathews,Kathy,Mathews,batter,Jazz Hands
cf8e152e-2d27-4dcc-ba2b-68127de4e6a4,Hendricks Richardson,Hendricks,Richardson,batter,Jazz Hands
0f61d948-4f0c-4550-8410-ae1c7f9f5613,Tamara Crankit,Tamara,Crankit,batter,Jazz Hands
efafe75e-2f00-4418-914c-9b6675d39264,Aldon Cashmoney,Aldon,Cashmoney,batter,Jazz Hands
d8ee256f-e3d0-46cb-8c77-b1f88d8c9df9,Comfort Septemberish,Comfort,Septemberish,batter,Jazz Hands
bd24e18b-800d-4f15-878d-e334fb4803c4,Helga Burton,Helga,Burton,batter,Lovers
ee55248b-318a-4bfb-8894-1cc70e4e0720,Theo King,Theo,King,batter,Lovers
11de4da3-8208-43ff-a1ff-0b3480a0fbf1,Don Mitchell,Don,Mitchell,batter,Lovers
58c9e294-bd49-457c-883f-fb3162fc668e,Kichiro Guerra,Kichiro,Guerra,batter,Lovers
43bf6a6d-cc03-4bcf-938d-620e185433e1,Miguel Javier,Miguel,Javier,batter,Lovers
2b157c5c-9a6a-45a6-858f-bf4cf4cbc0bd,Ortiz Lopez,Ortiz,Lopez,batter,Lovers
0eea4a48-c84b-4538-97e7-3303671934d2,Helga Moreno,Helga,Moreno,batter,Lovers
cbd19e6f-3d08-4734-b23f-585330028665,Knight Urlacher,Knight,Urlacher,batter,Lovers
23110c0f-2cf9-4d9c-ab2d-634f2f18867e,Kennedy Meh,Kennedy,Meh,batter,Lovers
126fb128-7c53-45b5-ac2b-5dbf9943d71b,Sigmund Castillo,Sigmund,Castillo,batter,"Lovers, Steaks"
0c83e3b6-360e-4b7d-85e3-d906633c9ca0,Penelope Mathews,Penelope,Mathews,batter,Magic
44c92d97-bb39-469d-a13b-f2dd9ae644d1,Francisco Preston,Francisco,Preston,batter,Magic
aa6c2662-75f8-4506-aa06-9a0993313216,Eizabeth Elliott,Eizabeth,Elliott,batter,Magic
17392be2-7344-48a0-b4db-8a040a7fb532,Washer Barajas,Washer,Barajas,batter,Magic
03b80a57-77ea-4913-9be4-7a85c3594745,Halexandrey Walton,Halexandrey,Walton,batter,Magic
ac69dba3-6225-4afd-ab4b-23fc78f730fb,Bevan Wise,Bevan,Wise,batter,Magic
a5adc84c-80b8-49e4-9962-8b4ade99a922,Richardson Turquoise,Richardson,Turquoise,batter,Magic
4e6ad1a1-7c71-49de-8bd5-c286712faf9e,Sutton Picklestein,Sutton,Picklestein,batter,Magic
63512571-2eca-4bc4-8ad9-a5308a22ae22,Oscar Dollie,Oscar,Dollie,batter,Magic
4ffd2e50-bb5b-45d0-b7c4-e24d41b2ff5d,Schneider Bendie,Schneider,Bendie,batter,Millennials
5dbf11c0-994a-4482-bd1e-99379148ee45,Conrad Vaughan,Conrad,Vaughan,batter,Millennials
a1628d97-16ca-4a75-b8df-569bae02bef9,Chorby Soul,Chorby,Soul,batter,Millennials
f967d064-0eaf-4445-b225-daed700e044b,Wesley Dudley,Wesley,Dudley,batter,Millennials
b1b141fc-e867-40d1-842a-cea30a97ca4f,Richardson Games,Richardson,Games,batter,Millennials
7310c32f-8f32-40f2-b086-54555a2c0e86,Dominic Marijuana,Dominic,Marijuana,batter,Millennials
a311c089-0df4-46bd-9f5d-8c45c7eb5ae2,Mclaughlin Scorpler,Mclaughlin,Scorpler,batter,Millennials
4b3e8e9b-6de1-4840-8751-b1fb45dc5605,Thomas Dracaena,Thomas,Dracaena,batter,Millennials
413b3ddb-d933-4567-a60e-6d157480239d,Winnie Mccall,Winnie,Mccall,batter,Millennials
766dfd1e-11c3-42b6-a167-9b2d568b5dc0,Sandie Turner,Sandie,Turner,batter,Millennials
020ed630-8bae-4441-95cc-0e4ecc27253b,Simon Haley,Simon,Haley,batter,Moist Talkers
d4a10c2a-0c28-466a-9213-38ba3339b65e,Richmond Harrison,Richmond,Harrison,batter,Moist Talkers
9be56060-3b01-47aa-a090-d072ef109fbf,Jesús Koch,Jesús,Koch,batter,Moist Talkers
25f3a67c-4ed5-45b6-94b1-ce468d3ead21,Hobbs Cain,Hobbs,Cain,batter,Moist Talkers
90768354-957e-4b4c-bb6d-eab6bbda0ba3,Eugenia Garbage,Eugenia,Garbage,batter,Moist Talkers
1f145436-b25d-49b9-a1e3-2d3c91626211,Joe Voorhees,Joe,Voorhees,batter,Moist Talkers
d1a7c13f-8e78-4d2e-9cae-ebf3a5fcdb5d,Elijah Bates,Elijah,Bates,batter,Moist Talkers
5b9727f7-6a20-47d2-93d9-779f0a85c4ee,Kennedy Alstott,Kennedy,Alstott,batter,Moist Talkers
d744f534-2352-472b-9e42-cd91fa540f1b,Tyler Violet,Tyler,Violet,batter,Moist Talkers
9f85676a-7411-444a-8ae2-c7f8f73c285c,Lachlan Shelton,Lachlan,Shelton,batter,Moist Talkers
8c8cc584-199b-4b76-b2cd-eaa9a74965e5,Ziwa Mueller,Ziwa,Mueller,batter,Moist Talkers
66cebbbf-9933-4329-924a-72bd3718f321,Kennedy Cena,Kennedy,Cena,batter,Pies
80dff591-2393-448a-8d88-122bd424fa4c,Elvis Figueroa,Elvis,Figueroa,batter,Pies
667cb445-c288-4e62-b603-27291c1e475d,Peanut Holloway,Peanut,Holloway,batter,Pies
06ced607-7f96-41e7-a8cd-b501d11d1a7e,Morrow Wilson,Morrow,Wilson,batter,Pies
13a05157-6172-4431-947b-a058217b4aa5,Spears Taylor,Spears,Taylor,batter,Pies
1ba715f2-caa3-44c0-9118-b045ea702a34,Juan Rangel,Juan,Rangel,batter,Pies
26cfccf2-850e-43eb-b085-ff73ad0749b8,Beasley Day,Beasley,Day,batter,Pies
15ae64cd-f698-4b00-9d61-c9fffd037ae2,Mickey Woods,Mickey,Woods,batter,Pies
32810dca-825c-4dbc-8b65-0702794c424e,Eduardo Woodman,Eduardo,Woodman,batter,Pies
7e9a514a-7850-4ed0-93ab-f3a6e2f41c03,Nolanestophia Patterson,Nolanestophia,Patterson,batter,"Pies, Sunbeams"
198fd9c8-cb75-482d-873e-e6b91d42a446,Ren Hunter,Ren,Hunter,batter,Shoe Thieves
bd4c6837-eeaa-4675-ae48-061efa0fd11a,Workman Gloom,Workman,Gloom,batter,Shoe Thieves
b8ab86c6-9054-4832-9b96-508dbd4eb624,Esme Ramsey,Esme,Ramsey,batter,Shoe Thieves
7b0f91aa-4d66-4362-993d-6ff60f7ce0ef,Blankenship Fischer,Blankenship,Fischer,batter,Shoe Thieves
248ccf3d-d5f6-4b69-83d9-40230ca909cd,Antonio Wallace,Antonio,Wallace,batter,Shoe Thieves
d47dd08e-833c-4302-a965-a391d345455c,Stu Trololol,Stu,Trololol,batter,Shoe Thieves
18798b8f-6391-4cb2-8a5f-6fb540d646d5,Morrow Doyle,Morrow,Doyle,batter,Shoe Thieves
4ca52626-58cd-449d-88bb-f6d631588640,Velasquez Alstott,Velasquez,Alstott,batter,Shoe Thieves
b4505c48-fc75-4f9e-8419-42b28dcc5273,Sebastian Townsend,Sebastian,Townsend,batter,Shoe Thieves
f44a8b27-85c1-44de-b129-1b0f60bcb99c,Atlas Jonbois,Atlas,Jonbois,batter,Shoe Thieves
15d3a844-df6b-4193-a8f5-9ab129312d8d,Sebastian Woodman,Sebastian,Woodman,batter,Shoe Thieves
f7847de2-df43-4236-8dbe-ae403f5f3ab3,Blood Hamburger,Blood,Hamburger,batter,Shoe Thieves
ef9f8b95-9e73-49cd-be54-60f84858a285,Collins Melon,Collins,Melon,batter,Spies
503a235f-9fa6-41b5-8514-9475c944273f,Reese Clark,Reese,Clark,batter,Spies
285ce77d-e5cd-4daa-9784-801347140d48,Son Scotch,Son,Scotch,batter,Spies
fa477c92-39b6-4a52-b065-40af2f29840a,Howell Franklin,Howell,Franklin,batter,Spies
ecb8d2f5-4ff5-4890-9693-5654e00055f6,Yeong-Ho Benitez,Yeong-Ho,Benitez,batter,Spies
90c6e6ca-77fc-42b7-94d8-d8afd6d299e5,Miki Santana,Miki,Santana,batter,Spies
446a3366-3fe3-41bb-bfdd-d8717f2152a9,Marco Escobar,Marco,Escobar,batter,Spies
8ecea7e0-b1fb-4b74-8c8c-3271cb54f659,Fitzgerald Blackburn,Fitzgerald,Blackburn,batter,Spies
f38c5d80-093f-46eb-99d6-942aa45cd921,Andrew Solis,Andrew,Solis,batter,"Spies, Garages"
e111a46d-5ada-4311-ac4f-175cca3357da,Alexandria Rosales,Alexandria,Rosales,batter,"Spies, Garages"
14d88771-7a96-48aa-ba59-07bae1733e96,Sebastian Telephone,Sebastian,Telephone,batter,Steaks
82d1b7b4-ce00-4536-8631-a025f05150ce,Sam Scandal,Sam,Scandal,batter,Steaks
f73009c5-2ede-4dc4-b96d-84ba93c8a429,Thomas Kirby,Thomas,Kirby,batter,Steaks
87e6ae4b-67de-4973-aa56-0fc9835a1e1e,Marco Stink,Marco,Stink,batter,Steaks
05bd08d5-7d9f-450b-abfa-1788b8ee8b91,Stevenson Monstera,Stevenson,Monstera,batter,Steaks
c83f0fe0-44d1-4342-81e8-944bb38f8e23,Langley Wheeler,Langley,Wheeler,batter,Steaks
c17a4397-4dcc-440e-8c53-d897e971cae9,August Mina,August,Mina,batter,Steaks
81a0889a-4606-4f49-b419-866b57331383,Summers Pony,Summers,Pony,batter,Steaks
17397256-c28c-4cad-85f2-a21768c66e67,Cory Ross,Cory,Ross,batter,Steaks
25376b55-bb6f-48a7-9381-7b8210842fad,Emmett Internet,Emmett,Internet,batter,Sunbeams
8604e861-d784-43f0-b0f8-0d43ea6f7814,Randall Marijuana,Randall,Marijuana,batter,Sunbeams
89f74891-2e25-4b5a-bd99-c95ba3f36aa0,Nagomi Nava,Nagomi,Nava,batter,Sunbeams
4f69e8c2-b2a1-4e98-996a-ccf35ac844c5,Igneus Delacruz,Igneus,Delacruz,batter,Sunbeams
472f50c0-ef98-4d05-91d0-d6359eec3946,Rhys Trombone,Rhys,Trombone,batter,Sunbeams
f2468055-e880-40bf-8ac6-a0763d846eb2,Alaynabella Hollywood,Alaynabella,Hollywood,batter,Sunbeams
8e1fd784-99d5-41c1-a6c5-6b947cec6714,Velasquez Meadows,Velasquez,Meadows,batter,Sunbeams
190a0f31-d686-4ac4-a7f3-cfc87b72c145,Nerd Pacheco,Nerd,Pacheco,batter,Sunbeams
2b5f5dd7-e31f-4829-bec5-546652103bc0,Dudley Mueller,Dudley,Mueller,batter,Sunbeams
c9e4a49e-e35a-4034-a4c7-293896b40c58,Alexander Horne,Alexander,Horne,batter,Sunbeams
f56657d3-3bdc-4840-a20c-91aca9cc360e,Malik Romayne,Malik,Romayne,batter,"Sunbeams, Pies"
1f159bab-923a-4811-b6fa-02bfde50925a,Wyatt Mason,Wyatt,Mason,batter,Tacos
a1ed3396-114a-40bc-9ff0-54d7e1ad1718,Patel Beyonce,Patel,Beyonce,batter,Tacos
27c68d7f-5e40-4afa-8b6f-9df47b79e7dd,Basilio Preston,Basilio,Preston,batter,Tacos
75f9d874-5e69-438d-900d-a3fcb1d429b3,Moses Simmons,Moses,Simmons,batter,Tacos
ea44bd36-65b4-4f3b-ac71-78d87a540b48,Wanda Pothos,Wanda,Pothos,batter,Tacos
63df8701-1871-4987-87d7-b55d4f1df2e9,Mcdowell Sasquatch,Mcdowell,Sasquatch,batter,Tacos
e4034192-4dc6-4901-bb30-07fe3cf77b5e,Baldwin Breadwinner,Baldwin,Breadwinner,batter,Tacos
bf6a24d1-4e89-4790-a4ba-eeb2870cbf6f,Rat Polk,Rat,Polk,batter,Tacos
5ca7e854-dc00-4955-9235-d7fcd732ddcf,Taiga Quitter,Taiga,Quitter,batter,Tacos
083d09d4-7ed3-4100-b021-8fbe30dd43e8,Jessica Telephone,Jessica,Telephone,batter,Tigers
70ccff1e-6b53-40e2-8844-0a28621cb33e,Moody Cookbook,Moody,Cookbook,batter,Tigers
5ff66eae-7111-4e3b-a9b8-a9579165b0a5,Peanutiel Duffy,Peanutiel,Duffy,batter,Tigers
d89da2d2-674c-4b85-8959-a4bd406f760a,Fish Summer,Fish,Summer,batter,Tigers
80de2b05-e0d4-4d33-9297-9951b2b5c950,Alyssa Harrell,Alyssa,Harrell,batter,Tigers
2e86de11-a2dd-4b28-b5fe-f4d0c38cd20b,Zion Aliciakeyes,Zion,Aliciakeyes,batter,Tigers
7932c7c7-babb-4245-b9f5-cdadb97c99fb,Randy Castillo,Randy,Castillo,batter,Tigers
d74a2473-1f29-40fa-a41e-66fa2281dfca,Landry Violence,Landry,Violence,batter,Tigers
32c9bce6-6e52-40fa-9f64-3629b3d026a8,Ren Morin,Ren,Morin,batter,Tigers
ce0e57a7-89f5-41ea-80f9-6e649dd54089,Yong Wright,Yong,Wright,batter,Wild Wings
bd8d58b6-f37f-48e6-9919-8e14ec91f92a,José Haley,José,Haley,batter,Wild Wings
e4f1f358-ee1f-4466-863e-f329766279d0,Ronan Combs,Ronan,Combs,batter,Wild Wings
cd68d3a6-7fbc-445d-90f1-970c955e32f4,Miguel Wheeler,Miguel,Wheeler,batter,Wild Wings
4204c2d1-ca48-4af7-b827-e99907f12d61,Axel Cardenas,Axel,Cardenas,batter,Wild Wings
bd8778e5-02e8-4d1f-9c31-7b63942cc570,Cell Barajas,Cell,Barajas,batter,Wild Wings
b7267aba-6114-4d53-a519-bf6c99f4e3a9,Sosa Hayes,Sosa,Hayes,batter,Wild Wings
80e474a3-7d2b-431d-8192-2f1e27162607,Summers Preston,Summers,Preston,batter,Wild Wings
2b9f9c25-43ec-4f0b-9937-a5aa23be0d9e,Lawrence Horne,Lawrence,Horne,batter,Wild Wings
a199a681-decf-4433-b6ab-5454450bbe5e,Leach Ingram,Leach,Ingram,pitcher,Breath Mints
138fccc3-e66f-4b07-8327-d4b6f372f654,Oscar Vaughan,Oscar,Vaughan,pitcher,Breath Mints
f2a27a7e-bf04-4d31-86f5-16bfa3addbe7,Winnie Hess,Winnie,Hess,pitcher,Breath Mints
3af96a6b-866c-4b03-bc14-090acf6ecee5,Axel Trololol,Axel,Trololol,pitcher,Breath Mints
7663c3ca-40a1-4f13-a430-14637dce797a,PolkaDot Zavala,PolkaDot,Zavala,pitcher,Breath Mints
97dfc1f6-ac94-4cdc-b0d5-1cb9f8984aa5,Brock Forbes,Brock,Forbes,pitcher,Crabs
542af915-79c5-431c-a271-f7185e37c6ae,Oliver Notarobot,Oliver,Notarobot,pitcher,Crabs
1ffb1153-909d-44c7-9df1-6ed3a9a45bbd,Montgomery Bullock,Montgomery,Bullock,pitcher,Crabs
d0d7b8fe-bad8-481f-978e-cb659304ed49,Adalberto Tosser,Adalberto,Tosser,pitcher,Crabs
f70dd57b-55c4-4a62-a5ea-7cc4bf9d8ac1,Tillman Henderson,Tillman,Henderson,pitcher,Crabs
af6b3edc-ed52-4edc-b0c9-14e0a5ae0ee3,Rivers Clembons,Rivers,Clembons,pitcher,Dalé
9820f2c5-f9da-4a07-b610-c2dd7bee2ef6,Peanut Bong,Peanut,Bong,pitcher,Dalé
8903a74f-f322-41d2-bd75-dbf7563c4abb,Francisca Sasquatch,Francisca,Sasquatch,pitcher,Dalé
20be1c34-071d-40c6-8824-dde2af184b4d,Qais Dogwalker,Qais,Dogwalker,pitcher,Dalé
0cc5bd39-e90d-42f9-9dd8-7e703f316436,Don Elliott,Don,Elliott,pitcher,Dalé
1513aab6-142c-48c6-b43e-fbda65fd64e8,Caleb Alvarado,Caleb,Alvarado,pitcher,Firefighters
43d5da5f-c6a1-42f1-ab7f-50ea956b6cd5,Justice Spoon,Justice,Spoon,pitcher,Firefighters
d46abb00-c546-4952-9218-4f16084e3238,Atlas Guerra,Atlas,Guerra,pitcher,Firefighters
c182f33c-aea5-48a2-97ed-dc74fa29b3c0,Swamuel Mora,Swamuel,Mora,pitcher,Firefighters
16aff709-e855-47c8-8818-b9ba66e90fe8,Mullen Peterson,Mullen,Peterson,pitcher,Firefighters
ff5a37d9-a6dd-49aa-b6fb-b935fd670820,Dunn Keyes,Dunn,Keyes,pitcher,Flowers
3e008f60-6842-42e7-b125-b88c7e5c1a95,Zeboriah Wilson,Zeboriah,Wilson,pitcher,Flowers
dfd5ccbb-90ed-4bfe-83e0-dae9cc763f10,Owen Picklestein,Owen,Picklestein,pitcher,Flowers
24f6829e-7bb4-4e1e-8b59-a07514657e72,King Weatherman,King,Weatherman,pitcher,Flowers
a647388d-fc59-4c1b-90d3-8c1826e07775,Chambers Simmons,Chambers,Simmons,pitcher,Flowers
7b55d484-6ea9-4670-8145-986cb9e32412,Stevenson Heat,Stevenson,Heat,pitcher,Fridays
bd549bfe-b395-4dc0-8546-5c04c08e24a5,Sam Solis,Sam,Solis,pitcher,Fridays
167751d5-210c-4a6e-9568-e92d61bab185,Jacob Winner,Jacob,Winner,pitcher,Fridays
7158d158-e7bf-4e9b-9259-62e5b25e3de8,Karato Bean,Karato,Bean,pitcher,Fridays
89ec77d8-c186-4027-bd45-f407b4800c2c,James Mora,James,Mora,pitcher,Fridays
a5f8ce83-02b2-498c-9e48-533a1d81aebf,Evelton McBlase,Evelton,McBlase,pitcher,Fridays
c6a277c3-d2b5-4363-839b-950896a5ec5e,Mike Townsend,Mike,Townsend,pitcher,Garages
e3c514ae-f813-470e-9c91-d5baf5ffcf16,Tot Clark,Tot,Clark,pitcher,Garages
6f9de777-e812-4c84-915c-ef283c9f0cde,Arturo Huerta,Arturo,Huerta,pitcher,Garages
41949d4d-b151-4f46-8bf7-73119a48fac8,Ron Monstera,Ron,Monstera,pitcher,Garages
bd9d1d6e-7822-4ad9-bac4-89b8afd8a630,Derrick Krueger,Derrick,Krueger,pitcher,Garages
c6e2e389-ed04-4626-a5ba-fe398fe89568,Henry Marshallow,Henry,Marshallow,pitcher,Garages
b348c037-eefc-4b81-8edd-dfa96188a97e,Lowe Forbes,Lowe,Forbes,pitcher,Jazz Hands
f3c07eaf-3d6c-4cc3-9e54-cbecc9c08286,Campos Arias,Campos,Arias,pitcher,Jazz Hands
d5b6b11d-3924-4634-bd50-76553f1f162b,Ogden Mendoza,Ogden,Mendoza,pitcher,Jazz Hands
bf122660-df52-4fc4-9e70-ee185423ff93,Walton Sports,Walton,Sports,pitcher,Jazz Hands
f4a5d734-0ade-4410-abb6-c0cd5a7a1c26,Agan Harrison,Agan,Harrison,pitcher,Jazz Hands
ae81e172-801a-4236-929a-b990fc7190ce,August Sky,August,Sky,pitcher,Jazz Hands
7c5ae357-e079-4427-a90f-97d164c7262e,Milo Brown,Milo,Brown,pitcher,Lovers
3c331c87-1634-46c4-87ce-e4b9c59e2969,Yosh Carpenter,Yosh,Carpenter,pitcher,Lovers
73265ee3-bb35-40d1-b696-1f241a6f5966,Parker Meng,Parker,Meng,pitcher,Lovers
db33a54c-3934-478f-bad4-fc313ac2580e,Percival Wheeler,Percival,Wheeler,pitcher,Lovers
80a2f015-9d40-426b-a4f6-b9911ba3add8,Paul Barnes,Paul,Barnes,pitcher,Lovers
f2c477fb-28ea-4fcb-943a-9fab22df3da0,Sandford Garner,Sandford,Garner,pitcher,Lovers
9397ed91-608e-4b13-98ea-e94c795f651e,Yeong-Ho Garcia,Yeong-Ho,Garcia,pitcher,Magic
8adb084b-19fe-4295-bcd2-f92afdb62bd7,Logan Rodriguez,Logan,Rodriguez,pitcher,Magic
b6aa8ce8-2587-4627-83c1-2a48d44afaee,Inky Rutledge,Inky,Rutledge,pitcher,Magic
09f2787a-3352-41a6-8810-d80e97b253b5,Curry Aliciakeyes,Curry,Aliciakeyes,pitcher,Magic
2da49de2-34e5-49d0-b752-af2a2ee061be,Cory Twelve,Cory,Twelve,pitcher,Magic
